reviewText,overall,product,sentiment,reviewTime,cleaned_text,processed_text,vader_compound,vader_pos,vader_neg,vader_neu,afinn_score,label
"Decent product for the price, some minor issues but overall acceptable The design is average.",3,speaker,neutral,2023-06-14,decent product for the price some minor issues but overall acceptable the design is average,decent product price minor issue overall acceptable design average,0.4497,0.174,0.0,0.826,1.0,1
"Great quality for the price, very happy with my purchase The battery life is excellent.",5,tablet,positive,2020-11-02,great quality for the price very happy with my purchase the battery life is excellent,great quality price happy purchase battery life excellent,0.9152,0.496,0.0,0.504,11.0,2
"Average experience, product works but has some limitations The performance is average.",3,laptop,neutral,2021-08-13,average experience product works but has some limitations the performance is average,average experience product work limitation performance average,0.0,0.0,0.0,1.0,0.0,1
"Best purchase I have made this year, highly recommend to everyone The screen quality is excellent.",4,tablet,positive,2022-05-09,best purchase i have made this year highly recommend to everyone the screen quality is excellent,best purchase made year highly recommend everyone screen quality excellent,0.8932,0.451,0.0,0.549,10.0,2
"Average experience, product works but has some limitations The design is average.",3,laptop,neutral,2020-08-15,average experience product works but has some limitations the design is average,average experience product work limitation design average,0.0,0.0,0.0,1.0,0.0,1
"Disappointing purchase, arrived damaged and customer support unhelpful The battery life is terrible.",1,smartphone,negative,2021-08-19,disappointing purchase arrived damaged and customer support unhelpful the battery life is terrible,disappointing purchase arrived damaged customer support unhelpful battery life terrible,-0.7579,0.129,0.44,0.431,-6.0,0
"Terrible product, stopped working after just two days of use The customer service is terrible.",1,monitor,negative,2022-05-03,terrible product stopped working after just two days of use the customer service is terrible,terrible product stopped working two day use customer service terrible,-0.7964,0.0,0.403,0.597,-7.0,0
"Great quality for the price, very happy with my purchase The customer service is excellent.",4,camera,positive,2023-01-19,great quality for the price very happy with my purchase the customer service is excellent,great quality price happy purchase customer service excellent,0.9152,0.496,0.0,0.504,11.0,2
"Its okay, has some good points and some bad points overall The battery life is average.",3,mouse,neutral,2022-08-20,its okay has some good points and some bad points overall the battery life is average,okay good point bad point overall battery life average,0.0772,0.225,0.164,0.61,0.0,1
"Amazing value for money, will definitely buy again from this seller The customer service is excellent.",5,headphones,positive,2022-01-01,amazing value for money will definitely buy again from this seller the customer service is excellent,amazing value money definitely buy seller customer service excellent,0.9118,0.512,0.0,0.488,7.0,2
Super fast shipping and the product works exactly as advertised The price is excellent.,4,monitor,positive,2021-11-11,super fast shipping and the product works exactly as advertised the price is excellent,super fast shipping product work exactly advertised price excellent,0.8225,0.388,0.0,0.612,6.0,2
"This product is absolutely amazing, works perfectly and exceeded my expectations The customer service is excellent.",5,smartphone,positive,2023-11-03,this product is absolutely amazing works perfectly and exceeded my expectations the customer service is excellent,product absolutely amazing work perfectly exceeded expectation customer service excellent,0.9225,0.485,0.0,0.515,10.0,2
"Horrible product, nothing like the description or photos shown The build quality is terrible.",1,laptop,negative,2022-07-26,horrible product nothing like the description or photos shown the build quality is terrible,horrible product nothing like description photo shown build quality terrible,-0.8276,0.0,0.442,0.558,-2.0,0
"Best purchase I have made this year, highly recommend to everyone The price is excellent.",4,tablet,positive,2020-03-26,best purchase i have made this year highly recommend to everyone the price is excellent,best purchase made year highly recommend everyone price excellent,0.8932,0.471,0.0,0.529,8.0,2
"Broke after one week, very frustrating and disappointing experience The performance is terrible.",2,charger,negative,2020-03-15,broke after one week very frustrating and disappointing experience the performance is terrible,broke one week frustrating disappointing experience performance terrible,-0.911,0.0,0.582,0.418,-8.0,0
"Its fine, does what it says but there are better options available The delivery is average.",3,keyboard,neutral,2020-04-07,its fine does what it says but there are better options available the delivery is average,fine say better option available delivery average,0.6428,0.273,0.0,0.727,4.0,1
"Acceptable quality, arrived on time and packaging was adequate The delivery is average.",3,laptop,neutral,2022-01-23,acceptable quality arrived on time and packaging was adequate the delivery is average,acceptable quality arrived time packaging adequate delivery average,0.4939,0.276,0.0,0.724,4.0,1
"Stopped working immediately, complete waste of money and time The design is terrible.",2,keyboard,negative,2021-01-17,stopped working immediately complete waste of money and time the design is terrible,stopped working immediately complete waste money time design terrible,-0.7783,0.0,0.438,0.562,-5.0,0
